graph_order,acronym,name,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh,acronym
1268,RFla,lateral reticular nuclei of pons,,,DHBA:AA30448,,1574,170,110,40,1,1,1,RFla
1269,SbC,subcoeruleus nucleus,subcoeruleus nucleus,SubC,DHBA:12500,#3D5C87,432,128,0,0,1,1,1,SbC
1270,SbCd,"subcoeruleus nucleus, dorsal part","subcoeruleus nucleus, dorsal part",SubCd,DHBA:12501,#3D5C87,1575,70,240,240,1,1,1,SbCd
1271,SbCv,"subcoeruleus nucleus, ventral part","subcoeruleus nucleus, ventral part",SubCv,DHBA:12502,#3D5C87,1576,170,255,195,1,1,1,SbCv
1272,MPL,medial paralemniscial nucleus,,,DHBA:AA30449,,1577,250,190,212,1,1,1,MPL
1273,K-pn,nucleus K in pons,nucleus K,K,DHBA:12522,#517DBE,1578,128,128,128,1,1,1,K-pn
1274,L-pn,nucleus L in pons,nucleus L,L,DHBA:12523,#517DBE,1579,70,240,240,1,1,1,L-pn
1275,PnBi,"pontobulbar nucleus, inferior part","pontobulbar nucleus, inferior part",PnBi,DHBA:12528,#517DBE,1580,250,190,212,1,1,1,PnBi
1276,VLTg,ventrolateral tegmental nucleus,ventrolateral tegmental nucleus,VLTg,DHBA:12534,#4E78B0,1581,70,240,240,1,1,1,VLTg
1277,PnX,uncharted region in pontine tegmentum ,,,DHBA:AA30450,,1582,230,25,75,1,1,1,PnX
1278,Mo,myelencephalon (medulla oblongata),myelencephalon (medulla oblongata),Mo,DHBA:10662,#D1D7E8,434,73,146,3,1,1,1,Mo
1279,MoPy,pyramidal part of medulla oblongata,pyramidal part of medulla oblongata,MoPy,DHBA:12535,#979ECB,435,187,157,188,1,1,1,MoPy
1280,ArMo,arcuate nucleus of medulla oblongata,arcuate nucleus of medulla oblongata,Ar,DHBA:12536,#727CB6,1583,128,128,0,1,1,1,ArMo
1281,Ct,conterminal nucleus of medulla,conterminal nucleus,Ct,DHBA:12537,#727CB6,1584,0,130,200,1,1,1,Ct
1282,MoTg,tegmentum of medulla oblongata,tegmentum of medulla oblongata,MoTg,DHBA:12538,#838BC1,436,92,5,108,1,1,1,MoTg
1283,MoDo,dorsal cell group of medulla tegmentum,,,DHBA:AA30451,,1585,70,240,240,1,1,1,MoDo
1284,MoCe,central gray of medulla oblongata,central gray of medulla oblongata,MoCG,DHBA:146034986,#5D6CB2,1586,255,215,180,1,1,1,MoCe
1285,MoE,ependyma and subependymal layers of the medulla,ependyma and subependymal layers of the medulla,MoE,DHBA:146034990,#727CB6,1587,210,245,60,1,1,1,MoE
1286,MoEN,efferent nuclei of cranial nerves in the medulla oblongata,efferent nuclei of cranial nerves in the medulla oblongata,MoEN,DHBA:12539,#5D6CB2,437,65,147,36,1,1,1,MoEN
1287,12N,hypoglossal nucleus,hypoglossal nucleus,12N,DHBA:12545,#415492,439,42,155,185,1,1,1,12N
1288,12GH,"hypoglossal nucleus, geniohyoid part","hypoglossal nucleus, geniohyoid part",12GH,DHBA:12546,#415492,1588,128,128,128,1,1,1,12GH
1289,12L,"hypoglossal nucleus, lateral part","hypoglossal nucleus, lateral part",12L,DHBA:12547,#415492,1589,255,250,200,1,1,1,12L
1290,12M,"hypoglossal nucleus, medial part","hypoglossal nucleus, medial part",12M,DHBA:12548,#415492,1590,255,215,180,1,1,1,12M
1291,12V,"hypoglossal nucleus, ventral part","hypoglossal nucleus, ventral part",12V,DHBA:12549,#45599D,1591,255,225,25,1,1,1,12V
1292,10N,dorsal motor nucleus of the vagus (vagal nerve nucleus),dorsal motor nucleus of the vagus (vagal nucleus),10N,DHBA:12550,#45599D,441,248,216,201,1,1,1,10N
1293,10Ca,"dorsal motor nucleus of vagus, caudal part",,,DHBA:AA30452,,1592,220,190,255,1,1,1,10Ca
1294,10CaI,"dorsal motor nucleus of vagus, caudointermediate part","dorsal motor nucleus of vagus, caudointermediate part",10CaI,DHBA:12551,#45599D,1593,240,50,230,1,1,1,10CaI
1295,10CeI,"dorsal motor nucleus of vagus, centrointermediate part","dorsal motor nucleus of vagus, centrointermediate part",10CeI,DHBA:12552,#45599D,1594,220,190,255,1,1,1,10CeI
1296,10DI,"dorsal motor nucleus of vagus, dorsointermediate part","dorsal motor nucleus of vagus, dorsointermediate part",10DI,DHBA:12553,#45599D,1595,145,30,180,1,1,1,10DI
1297,10DR,"dorsal motor nucleus of vagus, dorsorostral part","dorsal motor nucleus of vagus, dorsorostral part",10DR,DHBA:12554,#45599D,1596,255,250,200,1,1,1,10DR
1298,10F,"dorsal motor nucleus of vagus, medial fringe","dorsal motor nucleus of vagus, medial fringe",10F,DHBA:12555,#838BC1,1597,145,30,180,1,1,1,10F
1299,10VI,"dorsal motor nucleus of vagus, ventrointermediate part","dorsal motor nucleus of vagus, ventrointermediate part",10VI,DHBA:15558,#45599D,1598,250,190,212,1,1,1,10VI
1300,10VR,"dorsal motor nucleus of the vagus, ventrorostral part","dorsal motor nucleus of the vagus, ventrorostral part",10VR,DHBA:15559,#45599D,1599,245,130,48,1,1,1,10VR
1301,ISN,inferior salivatory nucleus,inferior salivatory nucleus,InSV,DHBA:12544,#415492,440,128,128,0,1,1,1,ISN
1302,MoAN,afferent nuclei of cranial nerves in medulla oblongata,afferent nuclei of cranial nerves in medulla oblongata,MoAN,DHBA:12556,#5D6CB2,442,245,71,212,1,1,1,MoAN
1303,Sol,solitary nucleus,solitary nucleus,Sol,DHBA:12557,#475CA9,443,227,103,229,1,1,1,Sol
1304,SolC,"solitary nucleus, commissural part","solitary nucleus, commissural part",SolC,DHBA:12558,#475CA9,1600,255,225,25,1,1,1,SolC
1305,SolD,"solitary nucleus, dorsal part","solitary nucleus, dorsal part",SolD,DHBA:12559,#475CA9,1601,60,180,75,1,1,1,SolD
1306,SolDL,"solitary nucleus, dorsolateral part","solitary nucleus, dorsolateral part",SolDL,DHBA:12560,#475CA9,1602,230,25,75,1,1,1,SolDL
1307,SolG,"solitary nucleus, gelatinous part","solitary nucleus, gelatinous part",SolG,DHBA:12561,#475CA9,1603,220,190,255,1,1,1,SolG
1308,SolIM,"solitary nucleus, intermediate part","solitary nucleus, intermediate part",SolIM,DHBA:12562,#475CA9,1604,255,250,200,1,1,1,SolIM
1309,SolI,"solitary nucleus, interstitial part","solitary nucleus, interstitial part",SolI,DHBA:12563,#475CA9,1605,128,0,0,1,1,1,SolI
1310,SolM,"solitary nucleus, medial part","solitary nucleus, medial part",SolM,DHBA:12566,#475CA9,1606,0,128,128,1,1,1,SolM
1311,SolPaC,"solitary nucleus, paracommissural part","solitary nucleus, paracommissural part",SolPaC,DHBA:12567,#475CA9,1607,60,180,75,1,1,1,SolPaC
1312,SolV,"solitary nucleus, ventral part","solitary nucleus, ventral part",SolV,DHBA:12568,#475CA9,1608,145,30,180,1,1,1,SolV
1313,SolVL,"solitary nucleus, ventrolateral part","solitary nucleus, ventrolateral part",SolVL,DHBA:12569,#475CA9,1609,128,0,0,1,1,1,SolVL
1314,SSol,subsolitary nucleus,subsolitary nucleus,SSol,DHBA:12570,#727CB6,1610,145,30,180,1,1,1,SSol
1315,PSol,parasolitary nucleus,parasolitary nucleus,PSol,DHBA:12571,#727CB6,1611,170,110,40,1,1,1,PSol
1316,MoSR,sensory relay nuclei in medulla oblongata,sensory relay nuclei in medulla oblongata,MoSR,DHBA:12587,#5D6CB2,446,20,89,121,1,1,1,MoSR
1317,ECu,external (accessory/lateral) cuneate nucleus,external (accessory/lateral) cuneate nucleus,ECu,DHBA:12588,#838BC1,447,129,104,151,1,1,1,ECu
1318,Cu,cuneate nucleus,cuneate nucleus,Cu,DHBA:12589,#5D6CB2,448,111,57,62,1,1,1,Cu
1319,CuR,"cuneate nucleus, rotundus part","Cuneate nucleus, rotundus part",CuR,DHBA:12590,#475CA9,1612,230,25,75,1,1,1,CuR
1320,CuT,"cuneate nucleus, triangular part","Cuneate nucleus, triangular part",CuT,DHBA:12591,#5D6CB2,1613,210,245,60,1,1,1,CuT
1321,Gr,gracile nucleus,gracile nucleus,Gr,DHBA:12592,#475CA9,449,86,68,91,1,1,1,Gr
1322,GrC,"gracile nucleus, central part","gracile nucleus, central part",GrC,DHBA:12593,#475CA9,1614,230,25,75,1,1,1,GrC
1323,GrR,"gracile nucleus, rostral part (shell)","gracile nucleus, rostral part (shell)",GrR,DHBA:12594,#45599D,1615,145,30,180,1,1,1,GrR
1324,MoDx,other nuclei in dorsal medulla ,,,DHBA:AA30453,,1616,255,225,25,1,1,1,MoDx
1325,AP,area postrema,area postrema,AP,DHBA:12807,#87281A,1617,255,215,180,1,1,1,AP
1326,Ro,nucleus of Roller,nucleus of Roller,Ro,DHBA:12654,#5D6CB2,1618,220,190,255,1,1,1,Ro
1327,PeCu,pericuneate nucleus,pericuneate nucleus,PeCu,DHBA:12657,#727CB6,1619,60,180,75,1,1,1,PeCu
1328,IF12,interfascicular hypoglossal nucleus,interfascicular hypoglossal nucleus,IF12,DHBA:12650,#727CB6,1620,128,128,0,1,1,1,IF12
1329,CGL,central glial substance,central glial substance,CGL,DHBA:12647,#727CB6,1621,170,255,195,1,1,1,CGL
1330,Nt,notocuneate nucleus,notocuneate nucleus,Nt,DHBA:146034998,#727CB6,1622,0,128,128,1,1,1,Nt
1331,NA2,A2 noradrenaline cell group,,,DHBA:AA30454,,1623,255,215,180,1,1,1,NA2
1332,BIN,basal interstitial nucleus of medulla,basal interstitial nucleus,BI,DHBA:146034982,#727CB6,1624,128,128,128,1,1,1,BIN
1333,CeCex,extension of central cervical nucleus of spinal cord,,,DHBA:AA30455,,1625,170,110,40,1,1,1,CeCex
1334,MnA,median accessory nucleus of medulla,,,DHBA:AA30456,,1626,245,130,48,1,1,1,MnA
1335,PrH,prepositus hypoglossal nucleus,prepositus hypoglossal nucleus,PrH,DHBA:12615,#5D6CB2,456,123,70,136,1,1,1,PrH
1336,InM,intercalated nucleus of medulla,intercalated nucleus of medulla,InM,DHBA:12612,#5D6CB2,453,196,165,14,1,1,1,InM
1337,IPo,interpositus nucleus,interpositus nucleus,IPo,DHBA:12613,#5D6CB2,454,82,46,102,1,1,1,IPo
1338,EF,epifascicular nucleus,epifascicular nucleus,EF,DHBA:12649,#727CB6,1627,220,190,255,1,1,1,EF
1339,Z-mo,nucleus Z in medulla oblongata,nucleus Z (posterodorsal subnucleus),Z,DHBA:12651,#727CB6,1628,255,225,25,1,1,1,Z-mo
1340,MoLa,lateral cell group of medulla tegmentum,,,DHBA:AA30457,,1629,255,215,180,1,1,1,MoLa
1341,Sp5,spinal trigeminal nucleus,,,DHBA:AA30458,,444,42,77,31,1,1,1,Sp5
1342,Sp5C,"spinal trigeminal nucleus, caudal part","spinal trigeminal nucleus, caudal part",Sp5C,DHBA:12573,#727CB6,1630,255,215,180,1,1,1,Sp5C
1343,DM5,dorsomedial spinal trigeminal nucleus,dorsomedial spinal trigeminal nucleus,DM5,DHBA:12577,#475CA9,1631,210,245,60,1,1,1,DM5
1344,Sp5ip,"spinal trigeminal nucleus, interpolar part","spinal trigeminal nucleus, interpolar part",Sp5ip,DHBA:12578,#5D6CB2,1632,145,30,180,1,1,1,Sp5ip
1345,8Ve,vestibular nuclei in medulla,vestibular nuclei in medulla,8Ve,DHBA:12579,#475CA9,445,67,227,213,1,1,1,8Ve
1346,I8,interstial nucleus of the vestibulocochlear nerve,interstial nucleus of the vestibulocochlear nerve,I8,DHBA:12580,#475CA9,1633,220,190,255,1,1,1,I8
1347,MVe,medial vestibular nucleus,medial vestibular nucleus,MVe,DHBA:12581,#475CA9,1634,0,0,128,1,1,1,MVe
1348,MVeMC,"medial vestibular nucleus, magnocellular part","medial vestibular nucleus, magnocellular part",MVeMC,DHBA:12582,#475CA9,1635,60,180,75,1,1,1,MVeMC
1349,MVePC,"medial vestibular nucleus, parvicellular part","medial vestibular nucleus, parvicellular part",MVePC,DHBA:12583,#475CA9,1636,70,240,240,1,1,1,MVePC
1350,EVe,nucleus of origin of vestibular efferents of vestibular nerve,nucleus of origin of vestibular efferents of vestibular nerve,EVe,DHBA:12584,#475CA9,1637,170,110,40,1,1,1,EVe
1351,SpVe,spinal (inferior) vestibular nucleus,spinal (inferior) vestibular nucleus,SpVe,DHBA:12585,#475CA9,1638,210,245,60,1,1,1,SpVe
1352,PaVe,paravestibular nucleus,paravestibular nucleus,PaVe,DHBA:12586,#475CA9,1639,145,30,180,1,1,1,PaVe
1353,X-mo,nucleus X in medulla oblongata (preaccessory cuneate nucleus),nucleus X (preaccessory cuneate nucleus),X,DHBA:12653,#727CB6,1640,170,255,195,1,1,1,X-mo
1354,Y-hb,nucleus Y in hindbrain,nucleus Y,Y,DHBA:12652,#727CB6,1641,70,240,240,1,1,1,Y-hb
1355,Pa5,paratrigeminal nucleus,paratrigeminal nucleus,Pa5,DHBA:12656,#727CB6,1642,255,215,180,1,1,1,Pa5
1356,Pe5,peritrigeminal nucleus,peritrigeminal nucleus,Pe5,DHBA:12658,#727CB6,1643,255,250,200,1,1,1,Pe5
1357,PnBu,pontobulbar nucleus,pontobulbar nucleus,PnbN,DHBA:12614,#5D6CB2,455,0,0,128,1,1,1,PnBu
1358,PrCB,precerebellar nuclei in medulla oblongata,precerebellar nuclei,PrCbN,DHBA:12595,#727CB6,450,0,128,128,1,1,1,PrCB
1359,Crb,cribriform nucleus,cribriform nucleus,Crb,DHBA:12596,#5D6CB2,1644,240,50,230,1,1,1,Crb
1360,DPMn,dorsal paramedian nucleus,dorsal paramedian nucleus,DPMn,DHBA:12597,#5D6CB2,451,156,174,196,1,1,1,DPMn
1361,CDPMn,caudal dorsal paramedian nucleus,caudal dorsal paramedian nucleus,CDPMn,DHBA:12598,#5D6CB2,1645,0,130,200,1,1,1,CDPMn
1362,RDPMn,rostral (oral) dorsal paramedian nucleus,rostral (oral) dorsal paramedian nucleus,ODPMn,DHBA:12599,#5D6CB2,1646,240,50,230,1,1,1,RDPMn
1363,IO,inferior olive,inferior olive,IO,DHBA:12600,#3E4D89,452,32,117,29,1,1,1,IO
1364,IOdm,"inferior olive, dorsomedial cell group","inferior olive, dorsomedial cell group",IODM,DHBA:12601,#3E4D89,1647,230,25,75,1,1,1,IOdm
1365,IObe,"inferior olive, beta nucleus","inferior olive, beta nucleus",IOBe,DHBA:12602,#3E4D89,1648,128,0,0,1,1,1,IObe
1366,IOd,"inferior olive, dorsal nucleus","inferior olive, dorsal nucleus",IOD,DHBA:12603,#3E4D89,1649,255,225,25,1,1,1,IOd
1367,IOdc,"inferior olive, dorsal nucleus, caudal part","inferior olive, dorsal nucleus, caudal part",IODC,DHBA:12604,#3E4D89,1650,255,250,200,1,1,1,IOdc
1368,IOm,"inferior olive, medial nucleus","inferior olive, medial nucleus",IOM,DHBA:12605,#3E4D89,1651,60,180,75,1,1,1,IOm
1369,IOk,cap of Kooy of medial nucleus,Cap of Kooy of medial nucleus,IOK,DHBA:12606,#3E4D89,1652,70,240,240,1,1,1,IOk
1370,IOa,subnucleus A of medial nucleus,subnucleus A of medial nucleus,IOA,DHBA:12607,#3E4D89,1653,70,240,240,1,1,1,IOa
1371,IOb,subnucleus B of medial nucleus,subnucleus B of medial nucleus,IOB,DHBA:12608,#3E4D89,1654,250,190,212,1,1,1,IOb
1372,IOc,subnucleus C of medial nucleus,subnucleus C of medial nucleus,IOC,DHBA:12609,#3E4D89,1655,0,128,128,1,1,1,IOc
1373,IOpr,"inferior olive, principal nucleus","inferior olive, principal nucleus",IOPr,DHBA:12610,#3E4D89,1656,70,240,240,1,1,1,IOpr
1374,IOvl,ventrolateral outgrowth of inferior olive,ventrolateral outgrowth of inferior olive,IOVL,DHBA:12611,#3E4D89,1657,128,128,128,1,1,1,IOvl
1375,MoRF,medullary reticular formation in  medulla oblongata ,medullary reticular formation,MoRF,DHBA:12616,#979ECB,457,7,39,220,1,1,1,MoRF
1376,Amb,ambiguus nucleus,ambiguus nucleus,Amb,DHBA:12540,#475CA9,438,54,206,242,1,1,1,Amb
1377,AmbC,"ambiguus nucleus, compact part","ambiguus nucleus, compact part",AmbC,DHBA:12541,#475CA9,1658,128,128,0,1,1,1,AmbC
1378,AmbL,"ambiguus nucleus, loose part","ambiguus nucleus, loose part",AmbL,DHBA:12542,#475CA9,1659,255,215,180,1,1,1,AmbL
1379,AmbSC,"ambiguus nucleus, semicompact part","ambiguus nucleus, semicompact part",AmbSC,DHBA:12543,#45599D,1660,128,128,0,1,1,1,AmbSC
1380,11N,accessory nerve nucleus (supraspinal nucleus),,,DHBA:AA30459,,1661,170,255,195,1,1,1,11N
1381,DRt,dorsal reticular nucleus,dorsal reticular nucleus,DRt,DHBA:12617,#838BC1,458,67,181,99,1,1,1,DRt
1382,IRt,intermediate reticular nucleus,intermediate reticular nucleus,IRt,DHBA:12620,#979ECB,459,206,91,151,1,1,1,IRt
1383,CVL,caudoventrolateral reticular nucleus,caudoventrolateral reticular nucleus,CVL,DHBA:12621,#979ECB,1662,128,128,128,1,1,1,CVL
1384,NA/A,noradrenaline/adrenaline cell group 1,noradrenaline/adrenaline cell group 1,NA/A,DHBA:12622,#979ECB,1663,0,130,200,1,1,1,NA/A
1385,RVRG,rostral ventral respiratory cell group,rostral ventral respiratory cell group,RVRG,DHBA:12623,#979ECB,1664,255,215,180,1,1,1,RVRG
1386,RVL,rostroventrolateral reticular nucleus of hindbrain,rostroventrolateral reticular nucleus of hindbrain,RVL,DHBA:12624,#979ECB,1665,0,0,128,1,1,1,RVL
1387,GiRt,gigantocellular reticular nuclei,gigantocellular reticular nuclei,GiRt,DHBA:12625,#727CB6,460,203,203,239,1,1,1,GiRt
1388,GiRtA,alpha gigantocellular reticular nucleus,alpha gigantocellular reticular nucleus,GiRtA,DHBA:12631,#475CA9,1666,170,255,195,1,1,1,GiRtA
1389,LPGi,lateral paragigantocellular nucleus,lateral paragigantocellular nucleus,LPGi,DHBA:12629,#475CA9,1667,60,180,75,1,1,1,LPGi
1390,PGi,paragigantocellular nucleus,paragigantocellular nucleus,PGi,DHBA:12626,#475CA9,1668,250,190,212,1,1,1,PGi
1391,APGi,alpha part of paragigantocellular nucleus,alpha part of paragigantocellular nucleus,APGi,DHBA:12627,#475CA9,1669,128,128,0,1,1,1,APGi
1392,DPGi,dorsal paragigantocellular nucleus,dorsal paragigantocellular nucleus,DPGi,DHBA:12628,#475CA9,1670,128,128,128,1,1,1,DPGi
1393,GiRtV,ventral gigantocellular reticular nucleus,ventral gigantocellular reticular nucleus,GiRtV,DHBA:12630,#475CA9,1671,240,50,230,1,1,1,GiRtV
1394,MdD,"medullary reticular nucleus, dorsal part (ventral reticular nucleus)","medullary reticular nucleus, dorsal part (ventral reticular nucleus)",MdD,DHBA:12639,#5D6CB2,1672,255,225,25,1,1,1,MdD
1395,MdV,"medullary reticular nucleus, ventral part (medial reticular nucleus)","medullary reticular nucleus, ventral part (medial reticular nucleus)",MdV,DHBA:12640,#5D6CB2,1673,255,250,200,1,1,1,MdV
1396,LRt,lateral reticular nucleus,lateral reticular nucleus (principal part),LRt,DHBA:12634,#5D6CB2,1674,255,225,25,1,1,1,LRt
1397,LRtMC,"lateral reticular nucleus, magnocellular part","lateral reticular nucleus, magnocellular part",LRtMC,DHBA:12635,#5D6CB2,1675,128,0,0,1,1,1,LRtMC
1398,LRtPC,"lateral reticular nucleus, parvicellular part","lateral reticular nucleus, parvicellular part",LRtPC,DHBA:12636,#5D6CB2,1676,60,180,75,1,1,1,LRtPC
1399,LRtS5,"lateral reticular nucleus, subtrigeminal part","lateral reticular nucleus, subtrigeminal part",LRtS5,DHBA:12637,#5D6CB2,1677,255,215,180,1,1,1,LRtS5
1400,LiMo,linear nucleus of the medulla,linear nucleus of hindbrain,Li,DHBA:266441717,#5D6CB2,1678,0,130,200,1,1,1,LiMo
1401,PCRt,parvicellular reticular nucleus,parvicellular reticular nucleus,PCRt,DHBA:12618,#AFB6D6,1679,255,215,180,1,1,1,PCRt
1402,PCRtA,alpha division of parvicellular reticular nucleus,alpha division of parvicellular reticular nucleus,PCRtA,DHBA:12619,#AFB6D6,1680,70,240,240,1,1,1,PCRtA
1403,PrBo,pre-Bötzinger complex,pre-Botzinger complex,PrBo,DHBA:12659,#727CB6,1681,170,110,40,1,1,1,PrBo
1404,RAmb,retroambiguus nucleus,retroambiguous nucleus,RAmb,DHBA:12660,#727CB6,1682,60,180,75,1,1,1,RAmb
1405,Bo,Bötzinger complex,Botzinger complex,Bo,DHBA:12646,#727CB6,1683,0,128,128,1,1,1,Bo
1406,NA1,A1 noradrenaline cell group,,,DHBA:AA30460,,1684,255,215,180,1,1,1,NA1
1407,MoRa,raphe nuclei in medulla oblongata,raphe nuclei in medulla oblongata,MoRa,DHBA:12641,#838BC1,462,45,55,248,1,1,1,MoRa
1408,RMg,raphe magnus nucleus,raphe magnus nucleus,RMg,DHBA:12642,#727CB6,1685,245,130,48,1,1,1,RMg
1409,ROb,raphe obscurus nucleus,raphe obscurus nucleus,ROb,DHBA:12643,#727CB6,1686,240,50,230,1,1,1,ROb
1410,RPa,raphe pallidus nucleus,raphe pallidus nucleus,RPa,DHBA:12644,#727CB6,1687,128,128,0,1,1,1,RPa
1411,NPRa,nucleus pararaphales,nucleus pararaphales,NPRa,DHBA:146034978,#727CB6,1688,220,190,255,1,1,1,NPRa
1412,PMn,paramedian reticular nucleus,paramedian reticular nucleus,PMn,DHBA:12496,#517DBE,1689,240,50,230,1,1,1,PMn
1413,MoX,uncharted (diffuse) region in medulla oblongata,,,DHBA:AA30461,,1690,255,225,25,1,1,1,MoX
1414,HBDe,developing transient structures of hindbrain,,,DHBA:AA30462,,1691,245,130,48,1,1,1,HBDe
1415,CBDe,developing transient structures of cerebellum,,,DHBA:AA30463,,1692,245,130,48,1,1,1,CBDe
1416,RhIS,rhombencephalic isthmus (isthmus organizer),rhombencephalic isthmus,RhIS,DHBA:12665,#8C7373,1693,240,50,230,1,1,1,RhIS
1417,CbP,early cerebellar plate,cerebellar plate,CbP,DHBA:12698,#A78D8D,1694,60,180,75,1,1,1,CbP
1418,CbPmz,marginal (subpial stream) zone of cerebellar plate,marginal (subpial stream) zone of cerebellar plate,MZCbP,DHBA:12701,#AF9493,1695,245,130,48,1,1,1,CbPmz
1419,CbPiz,intermediate (mantle) zone of cerebellar plate,intermediate (mantle) zone of cerebellar plate,IZCbP,DHBA:12700,#9C8383,1696,170,255,195,1,1,1,CbPiz
1420,NTZ,nuclear transitory zone of cerebellar plate,nuclear transitory zone of cerebellar plate,NTZ,DHBA:12981,#9C8383,1697,0,0,128,1,1,1,NTZ
1421,CTZ,cortical transitory zone of cerebellar plate,cortical transitory zone of cerebellar plate,CTZ,DHBA:12982,#9C8383,1698,0,0,128,1,1,1,CTZ
1422,CbPvz,ventricular (neuroepithelial) zone of cerebellar plate,ventricular (neuroepithelial) zone of cerebellar plate,VZCbP,DHBA:12699,#775F5F,1699,128,0,0,1,1,1,CbPvz
1423,CBCx,late cerebellar cortex,,,DHBA:AA30464,,1700,170,255,195,1,1,1,CBCx
1424,CBeg,external granular (germinal) zone of cerebellum,,,DHBA:AA30465,,1701,255,215,180,1,1,1,CBeg
1425,CBmz,marginal zone of cerebellum,marginal zone of cerebellum,MZCB,DHBA:12695,#CDBABA,1702,245,130,48,1,1,1,CBmz
1426,CBpj,Purkinje cell zone of cerebellum,,,DHBA:AA30466,,1703,128,128,128,1,1,1,CBpj
1427,CBig,inner granular cell zone of cerebellum,,,DHBA:AA30467,,1704,145,30,180,1,1,1,CBig
1428,CBigs,superficial (cell dense) portion of CBig,,,DHBA:AA30468,,1705,0,130,200,1,1,1,CBigs
1429,CBigd,deep (cell loose) portion of CBig,,,DHBA:AA30469,,1706,0,130,200,1,1,1,CBigd
1430,CBvz,ventricular (germinal) zone of cerebellum,ventricular (matrix) zone of cerebellum,VZCB,DHBA:12679,#775F5F,1707,245,130,48,1,1,1,CBvz
1431,RL,rhombic lip,rhombic lip,RhL,DHBA:10664,#A78D8D,1708,128,0,0,1,1,1,RL
1432,URL,upper (rostral) rhombic lip,upper (rostral) rhombic lip,URL,DHBA:10665,#A78D8D,1709,170,255,195,1,1,1,URL
1433,LRL,lower (caudal) rhombic lip,lower (caudal) rhombic lip,LRL,DHBA:10666,#A78D8D,1710,170,255,195,1,1,1,LRL
1434,TPC,transient Purkinje cell clusters,transient Purkinje cell clusters,TPk,DHBA:12707,#81696B,1711,70,240,240,1,1,1,TPC
1435,PkA,cluster A of Purkinje cells,cluster A of Purkinje cells,PkA,DHBA:12708,#81696B,1712,128,0,0,1,1,1,PkA
1436,PkB,cluster B of Purkinje cells,cluster B of Purkinje cells,PkB,DHBA:12709,#81696B,1713,128,128,0,1,1,1,PkB
1437,PkC,cluster C of Purkinje cells,cluster C of Purkinje cells,PkC,DHBA:12710,#81696B,1714,220,190,255,1,1,1,PkC
1438,PkD,cluster D of Purkinje cells,cluster D of Purkinje cells,PkD,DHBA:12711,#81696B,1715,170,110,40,1,1,1,PkD
1439,PkE,cluster E of Purkinje cells,cluster E of Purkinje cells,PkE,DHBA:12712,#81696B,1716,170,255,195,1,1,1,PkE
1440,PkF,cluster F of Purkinje cells,cluster F of Purkinje cells,PkF,DHBA:12713,#81696B,1717,220,190,255,1,1,1,PkF
1441,PkG,cluster G of Purkinje cells,cluster G of Purkinje cells,PkG,DHBA:12714,#81696B,1718,70,240,240,1,1,1,PkG
1442,PkH,cluster H of Purkinje cells,cluster H of Purkinje cells,PkH,DHBA:12715,#81696B,1719,128,0,0,1,1,1,PkH
1443,TGCbN,transient glia cell group of cerebellar deep nucleus,transient glia cell group of cerebellar deep nucleus,TGCbN,DHBA:13378,#E3D6D7,1720,245,130,48,1,1,1,TGCbN
1444,LBSDe,developing transient structures of lower brainstem (pons and medulla),,,DHBA:AA30470,,1721,170,110,40,1,1,1,LBSDe
